2216, 1546, 3762
4777, 3452, 8229
2607, 1937, 4544
2143, 1778, 3921
7674, 4099, 11773
2605, 1975, 4580
2920, 2510, 5430
5171, 4761, 9932
2348, 1808, 4156
6885, 7291, 14176
3264, 2804, 6068
5985, 9264, 15249
5472, 4837, 10309
3306, 1331, 4637
3605, 2257, 5862
7092, 6978, 14070
1748, 1288, 3036
5945, 3611, 9556
6849, 6342, 13191
5247, 6141, 11388
1171, 836, 2007
5685, 8366, 14051
5614, 4109, 9723
3122, 2607, 5729
5761, 4496, 10257
6062, 5184, 11246
5915, 5519, 11434
2749, 1719, 4468
1911, 1356, 3267
3066, 2071, 5137
1794, 1344, 3138
1510, 1210, 2720
3148, 2423, 5571
4889, 4668, 9557
4010, 3455, 7465
2367, 1732, 4099
5695, 7210, 12905
2283, 1724, 4007
1599, 969, 2568
2751, 2261, 5012
2722, 1392, 4114
5251, 5160, 10411
1948, 1323, 3271
6245, 9356, 15601
4047, 3197, 7244
1510, 915, 2425
5362, 4773, 10135
3121, 2376, 5497
1637, 1242, 2879
1534, 1054, 2588
6315, 6333, 12648
2790, 2435, 5225
2139, 1619, 3758
2193, 1723, 3916
1315, 975, 2290
2472, 1717, 4189
1830, 1350, 3180
2279, 1519, 3798
1544, 1174, 2718
2553, 1838, 4391
5895, 7717, 13612
3535, 2630, 6165
6033, 5382, 11415
5984, 5178, 11162
5657, 8079, 13736
1852, 1427, 3279
2754, 2189, 4943
2867, 2157, 5024
4901, 6037, 10938
3756, 2971, 6727
2059, 1629, 3688
4082, 4158, 8240
2053, 1488, 3541
2638, 1748, 4386
2758, 2268, 5026
3064, 2489, 5553
3084, 2459, 5543
1294, 879, 2173
6024, 5955, 11979
1508, 1063, 2571
5787, 6910, 12697
2680, 1965, 4645
5384, 4889, 10273
4180, 3714, 7894
5136, 4351, 9487
2968, 2143, 5111
1849, 1240, 3089
3269, 2804, 6073
6265, 7223, 13488
2874, 2394, 5268
1790, 1136, 2926
2737, 2082, 4819
3863, 3293, 7156
3316, 2666, 5982
8727, 5843, 14570
