441, 463, 904
974, 1271, 2245
524, 744, 1268
352, 294, 646
1543, 821, 2364
390, 423, 813
466, 402, 868
917, 1122, 2039
490, 403, 893
1377, 1215, 2592
588, 520, 1108
1197, 2048, 3245
827, 1081, 1908
656, 397, 1053
936, 954, 1890
1437, 2048, 3485
406, 588, 994
1370, 1353, 2723
1379, 1810, 3189
1175, 1720, 2895
236, 311, 547
1137, 1910, 3047
1080, 1329, 2409
610, 905, 1515
1285, 1406, 2691
1237, 2048, 3285
649, 775, 1424
505, 299, 804
415, 504, 919
659, 473, 1132
362, 502, 864
280, 323, 603
562, 677, 1239
783, 1173, 1956
828, 1098, 1926
625, 761, 1386
1139, 1617, 2756
485, 402, 887
344, 224, 568
286, 322, 608
560, 439, 999
886, 1183, 2069
347, 393, 740
1249, 2048, 3297
571, 553, 1124
660, 1175, 1835
1167, 1422, 2589
631, 873, 1504
333, 265, 598
375, 434, 809
1279, 2008, 3287
861, 1549, 2410
352, 474, 826
483, 716, 1199
214, 160, 374
483, 615, 1098
334, 327, 661
502, 502, 1004
264, 190, 454
444, 535, 979
1179, 2048, 3227
823, 1005, 1828
1152, 1483, 2635
1257, 1838, 3095
673, 734, 1407
368, 283, 651
558, 735, 1293
544, 573, 1117
1213, 1581, 2794
842, 999, 1841
410, 440, 850
1133, 1410, 2543
363, 405, 768
571, 750, 1321
561, 857, 1418
636, 854, 1490
811, 976, 1787
280, 369, 649
979, 1616, 2595
293, 389, 682
1171, 1494, 2665
496, 405, 901
1253, 1795, 3048
965, 1326, 2291
1019, 1499, 2518
551, 603, 1154
308, 189, 497
644, 954, 1598
1253, 1922, 3175
675, 1013, 1688
336, 304, 640
434, 533, 967
821, 737, 1558
657, 981, 1638
1573, 1189, 2762
797, 1037, 1834
1295, 2048, 3343
506, 371, 877
271, 318, 589
1078, 1483, 2561
1481, 1306, 2787
1461, 2048, 3509
296, 423, 719
1293, 2048, 3341
1239, 2048, 3287
1282, 623, 1905
505, 502, 1007
751, 738, 1489
1251, 2005, 3256
1361, 2048, 3409
1315, 2048, 3363
460, 530, 990
719, 901, 1620
382, 493, 875
923, 1348, 2271
550, 490, 1040
377, 543, 920
337, 439, 776
1131, 1904, 3035
1130, 1174, 2304
1088, 1574, 2662
338, 478, 816
541, 351, 892
1263, 1062, 2325
781, 1043, 1824
372, 483, 855
1227, 1860, 3087
443, 490, 933
375, 454, 829
1191, 1699, 2890
1102, 1310, 2412
603, 925, 1528
504, 599, 1103
452, 559, 1011
1082, 1359, 2441
927, 1399, 2326
1176, 1706, 2882
547, 755, 1302
1055, 1321, 2376
1181, 1672, 2853
757, 1137, 1894
467, 438, 905
615, 793, 1408
1037, 1298, 2335
406, 280, 686
1195, 1280, 2475
355, 485, 840
1175, 1631, 2806
320, 367, 687
1074, 1476, 2550
1527, 2048, 3575
1238, 1434, 2672
1243, 2048, 3291
852, 1016, 1868
1367, 1784, 3151
623, 805, 1428
1467, 2048, 3515
559, 717, 1276
595, 855, 1450
472, 599, 1071
605, 854, 1459
265, 215, 480
881, 1253, 2134
1221, 1460, 2681
828, 1167, 1995
624, 431, 1055
1487, 1602, 3089
375, 318, 693
2413, 1441, 3854
455, 372, 827
1167, 1977, 3144
405, 268, 673
580, 745, 1325
1081, 1562, 2643
546, 762, 1308
776, 1155, 1931
565, 649, 1214
1581, 1610, 3191
265, 237, 502
1283, 1701, 2984
349, 444, 793
589, 774, 1363
318, 218, 536
933, 1136, 2069
1187, 1621, 2808
251, 302, 553
731, 1061, 1792
409, 300, 709
1475, 1835, 3310
1999, 2048, 4047
555, 765, 1320
315, 336, 651
917, 1069, 1986
563, 690, 1253
1153, 1687, 2840
618, 805, 1423
398, 490, 888
1043, 1297, 2340
360, 483, 843
417, 558, 975
442, 332, 774
868, 1155, 2023
842, 1147, 1989
730, 1034, 1764
1253, 1621, 2874
1377, 1752, 3129
685, 743, 1428
336, 227, 563
453, 618, 1071
863, 1036, 1899
860, 671, 1531
329, 406, 735
577, 645, 1222
1217, 2048, 3265
1006, 778, 1784
582, 724, 1306
527, 586, 1113
742, 687, 1429
358, 331, 689
2479, 1484, 3963
608, 680, 1288
721, 1008, 1729
1226, 1275, 2501
675, 959, 1634
944, 1227, 2171
480, 475, 955
485, 570, 1055
478, 356, 834
1311, 1970, 3281
503, 532, 1035
1219, 1587, 2806
902, 1141, 2043
1045, 1207, 2252
712, 769, 1481
969, 1290, 2259
374, 432, 806
807, 1266, 2073
629, 835, 1464
824, 1179, 2003
1293, 2048, 3341
1531, 1240, 2771
1009, 1344, 2353
673, 692, 1365
455, 493, 948
793, 1209, 2002
1255, 1732, 2987
426, 280, 706
819, 1168, 1987
1219, 2048, 3267
1024, 1224, 2248
694, 865, 1559
1239, 1454, 2693
688, 1103, 1791
282, 312, 594
653, 520, 1173
548, 660, 1208
599, 743, 1342
425, 598, 1023
775, 598, 1373
349, 477, 826
770, 1177, 1947
508, 614, 1122
323, 437, 760
582, 794, 1376
1569, 1688, 3257
389, 427, 816
593, 514, 1107
1437, 1436, 2873
358, 412, 770
491, 541, 1032
471, 530, 1001
626, 939, 1565
939, 1324, 2263
535, 340, 875
688, 801, 1489
298, 320, 618
1009, 1516, 2525
317, 262, 579
503, 535, 1038
1189, 1254, 2443
607, 890, 1497
1456, 971, 2427
1335, 1210, 2545
495, 720, 1215
1171, 1752, 2923
1393, 2048, 3441
1215, 2048, 3263
1009, 1139, 2148
1317, 1823, 3140
808, 1045, 1853
968, 1373, 2341
554, 750, 1304
1329, 2048, 3377
603, 860, 1463
1195, 1781, 2976
1279, 2048, 3327
883, 866, 1749
840, 1108, 1948
1427, 1811, 3238
575, 765, 1340
443, 537, 980
2184, 852, 3036
1100, 1328, 2428
1235, 2048, 3283
916, 1415, 2331
517, 723, 1240
1179, 1580, 2759
973, 1376, 2349
1187, 1840, 3027
1127, 1520, 2647
559, 592, 1151
920, 1228, 2148
383, 457, 840
435, 321, 756
483, 564, 1047
1159, 1698, 2857
689, 900, 1589
1265, 1806, 3071
457, 680, 1137
365, 453, 818
1060, 1254, 2314
579, 425, 1004
392, 497, 889
936, 1208, 2144
1606, 1416, 3022
532, 406, 938
1171, 2022, 3193
1253, 2048, 3301
1225, 2048, 3273
297, 204, 501
775, 874, 1649
1090, 1676, 2766
1173, 1427, 2600
1198, 1611, 2809
638, 917, 1555
988, 1177, 2165
335, 464, 799
522, 513, 1035
469, 574, 1043
843, 1063, 1906
1277, 1326, 2603
450, 654, 1104
369, 503, 872
504, 669, 1173
603, 698, 1301
363, 437, 800
498, 711, 1209
596, 810, 1406
461, 681, 1142
560, 660, 1220
379, 506, 885
1233, 1876, 3109
1477, 2010, 3487
533, 707, 1240
591, 915, 1506
1191, 2048, 3239
826, 1155, 1981
838, 1182, 2020
839, 820, 1659
1273, 1546, 2819
1324, 1141, 2465
1183, 1548, 2731
520, 510, 1030
342, 454, 796
763, 1033, 1796
1191, 2048, 3239
630, 876, 1506
512, 530, 1042
540, 676, 1216
849, 655, 1504
436, 499, 935
1209, 2048, 3257
1324, 1250, 2574
800, 944, 1744
322, 268, 590
688, 899, 1587
939, 1368, 2307
1139, 1425, 2564
638, 992, 1630
1104, 964, 2068
1139, 1367, 2506
1173, 1430, 2603
1224, 1304, 2528
504, 731, 1235
232, 240, 472
580, 373, 953
547, 728, 1275
297, 346, 643
610, 905, 1515
819, 835, 1654
1243, 1824, 3067
1251, 1721, 2972
1635, 2048, 3683
587, 406, 993
1307, 1864, 3171
424, 596, 1020
1104, 908, 2012
386, 467, 853
774, 501, 1275
263, 174, 437
1221, 1473, 2694
1165, 2048, 3213
667, 837, 1504
689, 949, 1638
527, 399, 926
406, 300, 706
332, 270, 602
366, 417, 783
1209, 1957, 3166
1203, 2048, 3251
644, 881, 1525
505, 314, 819
1227, 2048, 3275
347, 475, 822
599, 913, 1512
849, 1156, 2005
1123, 1745, 2868
496, 544, 1040
567, 786, 1353
1251, 1816, 3067
658, 836, 1494
1291, 2048, 3339
1299, 2048, 3347
1193, 1815, 3008
584, 861, 1445
1239, 2048, 3287
797, 895, 1692
487, 554, 1041
1077, 1457, 2534
850, 1218, 2068
217, 146, 363
1159, 1505, 2664
1235, 2048, 3283
773, 864, 1637
657, 900, 1557
780, 1132, 1912
1163, 1279, 2442
781, 923, 1704
404, 496, 900
627, 862, 1489
441, 612, 1053
467, 310, 777
375, 515, 890
349, 452, 801
1439, 2048, 3487
1361, 1181, 2542
744, 1158, 1902
512, 638, 1150
718, 980, 1698
364, 462, 826
860, 1168, 2028
723, 563, 1286
658, 945, 1603
713, 556, 1269
1323, 1495, 2818
396, 401, 797
1167, 1203, 2370
249, 192, 441
1297, 1773, 3070
1086, 894, 1980
1403, 1707, 3110
782, 936, 1718
1122, 1191, 2313
382, 470, 852
827, 1237, 2064
456, 629, 1085
1247, 2048, 3295
1056, 885, 1941
370, 449, 819
300, 356, 656
1181, 2048, 3229
389, 235, 624
386, 281, 667
1264, 1254, 2518
630, 766, 1396
1370, 2020, 3390
509, 355, 864
664, 1055, 1719
1229, 2048, 3277
761, 1104, 1865
751, 1036, 1787
1285, 2048, 3333
1187, 1638, 2825
1181, 1955, 3136
1151, 2043, 3194
1481, 1576, 3057
530, 557, 1087
497, 558, 1055
310, 192, 502
1093, 1330, 2423
1265, 1784, 3049
951, 639, 1590
700, 838, 1538
1213, 1758, 2971
1225, 2048, 3273
844, 1133, 1977
910, 1423, 2333
1181, 2048, 3229
1197, 1734, 2931
596, 729, 1325
