59, 239, 298
122, 758, 880
59, 375, 434
26, 339, 365
351, 600, 951
53, 371, 424
31, 580, 611
78, 743, 821
46, 303, 349
161, 1934, 2095
37, 503, 540
71, 4290, 4361
83, 734, 817
187, 254, 441
125, 687, 812
190, 888, 1078
35, 231, 266
223, 738, 961
162, 1341, 1503
59, 1616, 1675
24, 151, 175
41, 978, 1019
139, 846, 985
40, 467, 507
115, 1016, 1131
91, 909, 1000
64, 1138, 1202
93, 397, 490
47, 226, 273
90, 340, 430
35, 222, 257
22, 257, 279
63, 421, 484
60, 766, 826
45, 653, 698
53, 325, 378
41, 1138, 1179
46, 247, 293
54, 188, 242
39, 262, 301
123, 213, 336
62, 980, 1042
51, 209, 260
97, 4607, 4704
76, 448, 524
49, 155, 204
56, 1260, 1316
63, 485, 548
31, 228, 259
38, 197, 235
112, 1292, 1404
33, 720, 753
42, 311, 353
39, 290, 329
25, 61, 86
65, 541, 606
38, 279, 317
66, 276, 342
28, 213, 241
61, 350, 411
62, 2240, 2302
81, 468, 549
117, 1051, 1168
101, 1082, 1183
77, 1004, 1081
32, 310, 342
50, 314, 364
62, 371, 433
78, 410, 488
68, 1118, 1186
33, 329, 362
39, 565, 604
46, 311, 357
83, 292, 375
39, 415, 454
50, 446, 496
51, 382, 433
31, 162, 193
81, 964, 1045
34, 184, 218
58, 2555, 2613
61, 319, 380
99, 784, 883
35, 579, 614
68, 866, 934
73, 407, 480
50, 123, 173
35, 557, 592
99, 1228, 1327
37, 414, 451
55, 125, 180
55, 405, 460
52, 614, 666
55, 570, 625
360, 2412, 2772
91, 564, 655
120, 5440, 5560
57, 347, 404
30, 110, 140
108, 962, 1070
213, 2358, 2571
203, 3375, 3578
27, 212, 239
118, 4427, 4545
92, 6696, 6788
327, 351, 678
62, 414, 476
44, 544, 588
97, 2535, 2632
153, 1543, 1696
129, 32639, 32768
64, 294, 358
88, 847, 935
42, 235, 277
87, 793, 880
30, 469, 499
37, 215, 252
31, 241, 272
37, 1060, 1097
165, 1456, 1621
65, 364, 429
33, 235, 268
83, 291, 374
261, 1344, 1605
44, 550, 594
41, 239, 280
85, 2311, 2396
26, 273, 299
36, 410, 446
67, 1333, 1400
51, 646, 697
48, 380, 428
59, 407, 466
52, 308, 360
128, 717, 845
82, 451, 533
113, 1219, 1332
33, 351, 384
93, 680, 773
62, 847, 909
44, 656, 700
72, 372, 444
72, 539, 611
91, 720, 811
61, 207, 268
70, 1937, 2007
30, 215, 245
60, 1338, 1398
43, 164, 207
70, 870, 940
236, 1664, 1900
186, 1021, 1207
93, 1913, 2006
99, 693, 792
156, 1322, 1478
66, 619, 685
206, 2348, 2554
58, 336, 394
35, 543, 578
63, 321, 384
35, 452, 487
20, 108, 128
63, 603, 666
83, 1144, 1227
34, 555, 589
87, 444, 531
216, 1363, 1579
89, 179, 268
679, 4587, 5266
38, 350, 388
55, 1837, 1892
61, 239, 300
42, 420, 462
67, 1185, 1252
44, 465, 509
54, 815, 869
34, 423, 457
263, 1178, 1441
36, 173, 209
113, 1043, 1156
32, 360, 392
44, 495, 539
45, 161, 206
105, 758, 863
66, 1351, 1417
29, 161, 190
46, 579, 625
44, 314, 358
235, 1689, 1924
472, 2156, 2628
42, 533, 575
54, 202, 256
51, 751, 802
66, 484, 550
48, 1055, 1103
61, 413, 474
35, 270, 305
77, 911, 988
41, 277, 318
42, 249, 291
45, 334, 379
86, 729, 815
90, 635, 725
69, 501, 570
99, 1438, 1537
160, 825, 985
102, 384, 486
43, 196, 239
34, 331, 365
50, 558, 608
215, 553, 768
40, 211, 251
77, 361, 438
80, 1265, 1345
103, 653, 756
44, 434, 478
65, 399, 464
31, 844, 875
46, 177, 223
712, 3157, 3869
93, 341, 434
41, 571, 612
149, 515, 664
45, 531, 576
74, 933, 1007
48, 277, 325
39, 321, 360
73, 255, 328
127, 1386, 1513
92, 271, 363
94, 1147, 1241
76, 891, 967
82, 827, 909
118, 417, 535
74, 607, 681
46, 500, 546
64, 775, 839
57, 458, 515
58, 726, 784
119, 1640, 1759
238, 1960, 2198
54, 974, 1028
87, 465, 552
50, 260, 310
44, 564, 608
99, 1200, 1299
74, 277, 351
52, 731, 783
81, 2394, 2475
52, 718, 770
81, 311, 392
119, 677, 796
38, 629, 667
31, 199, 230
76, 439, 515
68, 283, 351
40, 347, 387
36, 296, 332
84, 404, 488
31, 277, 308
55, 607, 662
53, 282, 335
37, 143, 180
44, 371, 415
257, 1887, 2144
44, 289, 333
44, 348, 392
191, 449, 640
45, 209, 254
53, 380, 433
79, 389, 468
43, 754, 797
63, 941, 1004
87, 326, 413
75, 849, 924
48, 183, 231
36, 765, 801
25, 132, 157
33, 387, 420
187, 671, 858
57, 588, 645
354, 428, 782
140, 513, 653
51, 306, 357
72, 1056, 1128
168, 1559, 1727
80, 3699, 3779
76, 921, 997
131, 1393, 1524
85, 714, 799
49, 759, 808
62, 309, 371
137, 1340, 1477
60, 426, 486
70, 1336, 1406
111, 5005, 5116
154, 735, 889
106, 686, 792
186, 1360, 1546
53, 502, 555
37, 252, 289
803, 425, 1228
101, 1651, 1752
90, 1359, 1449
46, 864, 910
47, 371, 418
62, 2978, 3040
48, 707, 755
66, 1754, 1820
36, 1206, 1242
84, 330, 414
87, 671, 758
38, 215, 253
55, 322, 377
74, 313, 387
52, 1121, 1173
58, 583, 641
105, 1150, 1255
42, 329, 371
41, 227, 268
135, 1933, 2068
66, 330, 396
51, 238, 289
55, 1170, 1225
286, 3227, 3513
51, 411, 462
58, 837, 895
99, 3120, 3219
85, 2023, 2108
36, 175, 211
49, 382, 431
64, 849, 913
59, 2053, 2112
77, 543, 620
44, 439, 483
76, 652, 728
32, 220, 252
49, 563, 612
28, 288, 316
78, 803, 881
110, 442, 552
26, 385, 411
39, 235, 274
47, 360, 407
78, 404, 482
46, 236, 282
45, 465, 510
71, 341, 412
25, 312, 337
49, 347, 396
23, 391, 414
89, 726, 815
211, 5484, 5695
62, 375, 437
32, 474, 506
68, 1359, 1427
46, 696, 742
77, 665, 742
67, 978, 1045
108, 1082, 1190
239, 407, 646
64, 1339, 1403
70, 279, 349
33, 130, 163
84, 618, 702
68, 1088, 1156
47, 531, 578
76, 311, 387
49, 397, 446
169, 282, 451
59, 213, 272
76, 2982, 3058
258, 1163, 1421
81, 504, 585
34, 152, 186
45, 579, 624
86, 732, 818
75, 1009, 1084
29, 530, 559
249, 806, 1055
42, 837, 879
59, 1582, 1641
187, 830, 1017
48, 406, 454
37, 164, 201
92, 338, 430
34, 331, 365
38, 166, 204
50, 480, 530
136, 602, 738
93, 1023, 1116
98, 1170, 1268
290, 7523, 7813
94, 294, 388
126, 2845, 2971
47, 237, 284
234, 516, 750
42, 223, 265
130, 559, 689
33, 62, 95
83, 2773, 2856
55, 1978, 2033
53, 467, 520
65, 740, 805
52, 324, 376
43, 276, 319
28, 108, 136
50, 224, 274
77, 2305, 2382
74, 1054, 1128
47, 531, 578
93, 375, 468
86, 2278, 2364
35, 221, 256
50, 410, 460
40, 711, 751
33, 941, 974
70, 250, 320
47, 338, 385
98, 1669, 1767
69, 455, 524
117, 1591, 1708
122, 3522, 3644
69, 991, 1060
52, 387, 439
91, 1149, 1240
154, 433, 587
60, 238, 298
85, 1546, 1631
49, 682, 731
26, 45, 71
52, 969, 1021
90, 2228, 2318
28, 324, 352
48, 760, 808
47, 594, 641
53, 2194, 2247
109, 559, 668
42, 367, 409
33, 547, 580
34, 289, 323
66, 307, 373
36, 272, 308
38, 247, 285
192, 3005, 3197
246, 2597, 2843
74, 656, 730
55, 313, 368
66, 574, 640
41, 184, 225
48, 32720, 32768
81, 373, 454
60, 542, 602
75, 280, 355
134, 1201, 1335
31, 237, 268
56, 809, 865
25, 110, 135
121, 647, 768
91, 721, 812
174, 879, 1053
110, 539, 649
117, 521, 638
